"","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"vOTU_37820","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_52492","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_83815","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_105288","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_124345","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_139882","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_2353","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_55128","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_55266","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_69651","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_78119","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_93513","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_77987","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_2442","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_99932","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_9049","Viruses","Riboviria","Orthornavirae","Lenarviricota","Leviviricetes","Norzivirales","Fiersviridae"
"vOTU_32523","Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses","Unclassified_Viruses"
"vOTU_19722","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Cystoviridae"
"vOTU_123826","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_142624","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_38142","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_38670","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_39025","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_39088","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_39208","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_54506","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_98105","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_120199","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_66281","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_10259","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_10306","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_10525","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_10576","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_11141","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_11339","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_115955","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_11813","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_11990","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_12339","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_125083","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_15993","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_16078","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_16087","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_21543","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_27303","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_40074","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_45571","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_48437","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_85446","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_93292","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_19280","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_49245","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_71729","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_66571","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_77968","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_102056","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_116438","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_127346","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_142990","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_34530","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_37463","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_38299","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_42062","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_44274","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_47349","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_49872","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_55895","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_66879","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_71594","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_75518","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_76530","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_81332","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_87805","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_94283","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_115059","Viruses","Riboviria","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","f.0035"
"vOTU_76533","Viruses","Riboviria","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","f.0035"
"vOTU_92245","Viruses","Riboviria","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","f.0035"
"vOTU_96152","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_36503","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_38745","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_46786","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_50972","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_54950","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_71996","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_72997","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_75178","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_82211","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_80152","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_70988","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_49782","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_122992","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_69728","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_71384","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_79881","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_129995","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_124627","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_76256","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_89000","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_65912","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_56792","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_61910","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_67592","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_139712","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_62397","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_79220","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_45336","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_47146","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_60215","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_60543","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_69603","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_71583","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_113350","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae"
"vOTU_67968","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae"
"vOTU_73988","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae"
"vOTU_112357","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_39696","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_43426","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_53124","Viruses","Riboviria","Orthornavirae","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae"
"vOTU_112331","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","c.0031","o.0042","f.0153"
"vOTU_69280","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_122155","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","c.0032","o.0043","f.0167"
"vOTU_56638","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","c.0032","o.0043","f.0167"
"vOTU_69359","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","c.0032","o.0043","f.0167"
"vOTU_130468","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_54414","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_51383","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","f.0117.base-Cysto"
"vOTU_59355","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_67301","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_47303","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_77969","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_104488","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae"
"vOTU_22398","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","c.0024","o.0035","f.0144"
"vOTU_34338","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","c.0024","o.0035","f.0144"
"vOTU_65733","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_69097","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_66271","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_126158","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae"
"vOTU_109020","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae"
"vOTU_92121","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae"
"vOTU_42624","Viruses","Riboviria","Orthornavirae","Pisuviricota","Duplopiviricetes","Durnavirales","Picobirnaviridae"
"vOTU_144311","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC7","Filucaviridae"
"vOTU_100761","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","??-crassviridae"
"vOTU_136528","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_26487","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC2","Cecilieviridae"
"vOTU_1867","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frejaviridae"
"vOTU_61150","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frejaviridae"
"vOTU_75112","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Celinaviridae"
"vOTU_81232","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Celinaviridae"
"vOTU_3873","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Elenaviridae"
"vOTU_23375","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Signeviridae"
"vOTU_66957","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Vincentviridae"
"vOTU_82227","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Vincentviridae"
"vOTU_43210","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Irisviridae"
"vOTU_99722","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Irisviridae"
"vOTU_145354","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Viggoviridae"
"vOTU_94888","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Viggoviridae"
"vOTU_3530","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Dagmarviridae"
"vOTU_9805","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Dagmarviridae"
"vOTU_85615","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC2","Najaviridae"
"vOTU_63948","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_131424","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_109470","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Bertilviridae"
"vOTU_28203","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC2","Cecilieviridae"
"vOTU_102554","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_38799","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_115186","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_25692","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_28722","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_32590","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_33113","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_41469","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Madsviridae"
"vOTU_120586","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Danielviridae"
"vOTU_134942","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Ulrikviridae"
"vOTU_2883","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Ulrikviridae"
"vOTU_776","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Ulrikviridae"
"vOTU_79340","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Rasmusviridae"
"vOTU_1255","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Majviridae"
"vOTU_129442","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Majviridae"
"vOTU_137490","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Majviridae"
"vOTU_101853","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC4","Astaviridae"
"vOTU_29288","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC4","Astaviridae"
"vOTU_11127","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_14363","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_18830","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_21423","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11014","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11043","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_49375","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_9785","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_12973","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_13218","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_8731","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_22828","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_9786","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_38119","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Adamviridae"
"vOTU_143128","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Hansviridae"
"vOTU_4079","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Hansviridae"
"vOTU_12133","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_12134","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_10110","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_10114","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_10115","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_63732","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_14327","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_61738","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Magnusviridae"
"vOTU_10260","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_9282","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_12874","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC5","Hannahviridae"
"vOTU_25062","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_12230","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_12284","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_16235","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_16970","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_16975","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_17012","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_26012","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_52485","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_87213","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
