"","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"vOTU_18530","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_10179","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_9810","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_9817","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_69714","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_73422","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_10360","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_120421","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frederikkeviridae"
"vOTU_123566","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frederikkeviridae"
"vOTU_54003","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frederikkeviridae"
"vOTU_702","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frederikkeviridae"
"vOTU_745","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frederikkeviridae"
"vOTU_10388","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10297","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_119492","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_129993","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_27046","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_36077","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_47583","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_62667","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_83605","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_93322","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Umaviridae"
"vOTU_10671","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_93954","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10406","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10407","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10757","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11256","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11263","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11264","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11265","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11266","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_9010","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frederikkeviridae"
"vOTU_21615","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11167","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_18555","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10408","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_6560","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ottoviridae"
"vOTU_10511","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_17689","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_80096","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC4","Lunaviridae"
"vOTU_20078","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_140375","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Bertilviridae"
"vOTU_10662","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_140430","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_4694","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Bertilviridae"
"vOTU_11504","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10840","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_17712","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Ulrikviridae"
"vOTU_11157","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_38049","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_20187","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_146070","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC6","Sisseviridae"
"vOTU_10953","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_44654","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11171","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11245","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_45","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","??-crassviridae"
"vOTU_11005","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11081","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11187","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_16972","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_121714","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Valdemarviridae"
"vOTU_3268","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Valdemarviridae"
"vOTU_91413","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC1","Valdemarviridae"
"vOTU_17756","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_31325","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_36487","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_10942","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_13865","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_10565","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10638","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10825","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10878","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10947","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11095","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_15507","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_9823","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_9886","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_42190","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11092","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11124","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_32621","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_102355","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_49849","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_527","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_93759","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_91870","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_11032","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11116","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11118","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_10963","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_11483","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_12092","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_11019","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11333","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11338","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11365","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11375","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11286","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11402","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_11404","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_50289","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_94002","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_10830","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11340","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_20658","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_22319","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Inesviridae"
"vOTU_11208","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11213","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11214","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11267","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10764","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11573","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11618","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_22681","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11070","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_10686","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10792","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_31887","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_65910","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_70752","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Bertramviridae"
"vOTU_17038","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_11346","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11352","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_18683","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_10873","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_11517","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_11518","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_11630","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_11547","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_76174","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Andyviridae"
"vOTU_11667","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_23931","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_6862","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_10584","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10589","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10615","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10616","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10622","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10838","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_11057","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_26083","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_14197","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Morganviridae"
"vOTU_35519","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_19260","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_11487","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_11488","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_24992","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_10729","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Alpaviridae"
"vOTU_10937","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_10938","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_10981","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_11438","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_9158","Viruses","Monodnaviria","Loabvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Ellaviridae"
"vOTU_27113","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Gokushoviridae"
"vOTU_8299","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frejaviridae"
"vOTU_93092","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Frejaviridae"
"vOTU_131932","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC3","Peterviridae"
"vOTU_16067","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_112749","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","VOC9","Edithviridae"
"vOTU_19953","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Noraviridae"
"vOTU_53107","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_11977","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
"vOTU_23986","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Almaviridae"
